Date,JPM,MTB,CWEN-A,ADBE,AMAT,GMRE,INTU,MA,MCO,SPGI,UNH,PBCT,NG,T,META,WELL,EXPE,NET,AVGO,GOOGL,QCOM,FSLY,AAPL,LVGO,NFLX,SEDG,GOOD,NEE,SNOW,HASI,STOR,CWEN,AMT,DLR,NKE,O,SICP,HI,LTC,SPG,PETS,ABBV,AWR,WM,MRK,NLY,JNJ,BTBT,RIOT,CMCSA,WTRG,VZ,HON,V,MDT,ECL,SBNY,NYMT,DIS,MMM,UNP,TGT,AOS,STX,PSA,OHI,RITM,ICE,HD,EXR,CVS,COST,CAT,BYND,UBER,WORK,CRON,SCI,HRZN,CRM,ONL,VICI,WBD
09/12/2020,121.05,128.14,28,483.74,87.82,14.3,364.18,336.85,275.32,327.28,344.41,13.2,9.95,23.74,277.92,65.02,128.84,77.31,416.22,88.89,156.02,91.13,121.78,,493.6,271.76,18.29,73.67,371.26,54.81,29.68,30.39,219.44,129.75,138.79,58.77,37.21,39.71,38.59,90.84,30.25,108.67,75.53,116.58,79.59,33.2,153.1,5.69,8.85,51.26,47.7,61.46,212.24,209.58,112.95,225.9,127,15.16,154.43,175.29,205.88,174.07,57.67,63.53,219.64,37.87,9.51,110.17,265.58,112.5,73.53,374.29,180.07,136.93,53.79,42.09,8.32,49.99,12.84,220.57,,25.44,
10/12/2020,120.27,127.98,27.89,476.87,87.89,14.36,362.5,331.52,273.98,325.83,339.65,13.2,10,23.16,277.12,64.03,130.47,84.05,410.04,88.38,155.75,96.85,123.24,,501.09,273.48,18.2,73.28,373.28,55.2,29.62,30.38,219.41,129.66,137.58,58.04,39.58,38.68,38.02,90.44,29.63,107.49,75.71,114.94,79.13,32.88,152.25,5.92,9.34,50.48,48.02,60.51,211.97,207.61,112.68,223.08,130,15.2,154.69,173.49,202.52,172.4,56.31,64.82,216.58,37.32,9.42,109.24,264.81,110.02,72.21,372.79,178.85,137.46,54.35,42.32,8.14,49.12,12.9,222.92,,25.43,
11/12/2020,119.56,125.84,28.37,475.91,88.3,14.27,364.32,327.42,274.64,324.82,337.07,13.02,9.95,23.4,273.55,64.25,123.02,82.41,405.82,88.74,144.28,95.69,122.41,,503.22,291.51,18.13,73.8,353.96,56.59,29.66,30.87,219.82,130.27,137.41,58.55,39.49,38.4,38.65,87.9,29.88,106.34,77.11,115.41,79.1,32.96,152.95,5.96,8.66,50.93,47.59,60.35,214.63,206.24,112.38,221.25,128.23,15,175.72,174.02,203.06,171.71,56.36,64.76,220.06,37.59,9.31,108.82,264.55,110.4,71.58,375.1,179.29,138.7,52.63,42.24,7.98,49.17,13.21,222.42,,25.65,
14/12/2020,118.3,124.76,28.11,486.42,88.5,14.28,365.51,331.15,274.62,323.68,336.13,13.01,9.82,23.06,274.19,63.24,123.33,81.43,411.8,87.61,146.29,94.25,121.78,,522.42,293.32,18.35,73.55,329.15,56.3,29.45,30.51,216.72,128.09,136.28,58.7,40.59,37.98,38.5,87.32,30.45,104.2,76.4,114.78,76.59,32.96,149.07,6.02,9.14,50.99,47.07,59.98,211.85,207.25,111.97,217,128.15,15.04,169.3,173.08,198,170.99,55.41,64.64,223.74,37.49,9.39,107.71,265.58,109.88,69.72,374.38,178.05,137.73,51.46,42.26,7.87,48.83,13.3,221.27,,25.38,
15/12/2020,120.32,126.66,28.79,482.64,88.47,14.56,360.43,333.65,277.39,323.84,339.67,13.15,10.22,23.08,275.55,65.87,126,81.46,418.06,88.05,148.36,93.9,127.88,,519.78,313.77,18.7,74.91,328.61,58.66,30.18,31.21,217.25,128.8,139.39,59.8,43.6,38.09,39.68,89.74,30.66,102.82,78.71,116.78,76.74,33.56,150.57,6.16,10.18,51.51,48.55,60.55,214.17,208.36,114.89,222.95,131.08,15.28,173.94,174.68,200.3,171.41,56.42,65.98,225.16,38.76,9.56,110.98,267.98,111.65,69.89,371.88,181.74,137.61,51,42.08,8.12,49.35,13.19,220.15,,26.11,
16/12/2020,120.67,126.99,28.88,489.9,88.55,14.42,369.26,332.1,280.55,320.87,339.34,13.03,10.48,22.86,275.67,66.49,124.98,81.81,424.9,87.86,149.74,95.15,127.81,,524.83,309.72,18.67,74.44,329.97,59.1,30.83,31.16,219.62,129.58,138.34,59.41,45.47,37.35,40.01,88.28,31.84,104.64,78.31,116.08,76.12,33.48,149.67,5.05,10.76,51.43,47.35,59.91,210.31,208.27,114.97,220.01,132.13,14.8,173.12,175.41,198.85,171.69,55.08,66.31,225.96,38.07,9.6,111.31,269.59,111.07,69.32,369.44,179.5,139.37,50.49,42.61,8.11,49.18,13.11,223.62,,26.05,
17/12/2020,119.67,125.83,29.63,495.36,87.5,14.51,380.32,336.9,280.06,321.06,341.67,12.89,10.94,22.35,274.48,65.95,124.48,81.82,426.1,87.03,149.53,100.78,128.7,,532.9,305.7,18.64,75.06,325.54,59.41,30.49,31.64,222.71,133.93,140.5,59.1,52.94,37.35,40.19,89.03,31.98,104.89,80.05,117.51,76.11,33.64,153.62,5.51,10.4,51.36,46.86,60.01,211.94,211.18,115.34,220.61,131.03,14.8,173.55,176.65,202.2,171.24,55.26,66.21,232.56,37.88,10.04,112.79,273.97,114.17,69.59,370.29,179.17,143.23,50.63,42.54,7.9,49.28,12.99,225.92,,26.6,
18/12/2020,119.08,123.73,30.5,502.95,86.09,13.9,380.11,340.33,283.37,322.5,338.38,12.76,10.42,22.19,276.4,64.02,125.54,83.81,434.56,86.31,147.42,101.78,126.66,,534.45,314.5,18.24,74.51,334.25,60.63,29.25,32.18,221.52,134.02,137.28,57.64,51.19,37.59,39.77,85.43,32.13,104.45,78.19,117.41,75.83,33.6,154.51,5.56,10.05,50.9,45.9,60.46,210.04,211.31,116.71,218.58,131.1,14.4,172.89,176.42,203.6,170.42,55.64,64.72,228.93,37.28,9.95,112.83,270.45,112.49,69.55,367,180.96,144.73,50.62,42.79,7.78,48.72,12.86,227.43,,25.79,
21/12/2020,123.55,124.04,29.98,498.39,86.41,13.79,375.93,334.37,278.86,319.58,336.08,12.8,10.46,21.89,272.79,62.65,123.36,86.21,428.88,86.73,146.8,101.21,128.23,,528.91,318.62,18.1,74.4,349.85,61.73,29.56,31.78,219.78,134.65,144.02,57.88,56.54,37.75,39.11,83.65,33.56,103.71,76.5,116.51,75.61,33.36,153.02,6.25,11.04,50.37,45.27,59.49,210.66,209.01,114.45,215.81,132.57,14.48,170.69,175.66,202.49,171.76,55.82,65.05,228.71,37.1,10.05,112.54,270.99,114.22,68.71,364.97,180.16,138.57,51.8,42.57,7.47,48.74,12.72,226.47,,25.7,
22/12/2020,121.67,121.14,30.45,504.17,85.64,13.88,379.97,332.24,281.27,318.93,335.01,12.56,10.01,21.43,267.09,62.67,123.15,86.56,433.1,86.01,146.34,104.77,131.88,,527.33,322.52,17.86,74.71,341.16,63.93,30.14,32.53,220.49,138.54,142.45,59,68.38,38.35,39.11,83.72,33.76,102.8,77.1,117.92,75.73,33.32,152.72,6.49,14.65,50.02,45.24,58.99,207.94,205.84,114.63,215.21,132.16,14.32,170.45,174.78,201.52,172.35,55.36,63.71,232.19,37.12,9.93,113.16,270.04,115.19,67.22,362.03,176.58,138.68,53.78,42.88,7.58,48.5,12.75,231.17,,25.93,
23/12/2020,125.07,125.61,30.89,496.91,84.03,13.77,376.92,329.23,275.7,313.63,337.59,12.93,9.99,21.7,268.11,62.36,126.49,81.9,425.46,86.41,146.96,100.62,130.96,,514.48,323.98,17.65,74.33,331.65,65.41,29.96,32.91,217.4,136.79,141.76,58.55,66.24,38.85,38.94,83.65,33.76,103.28,77.4,116.25,76.05,33.88,151.94,5.95,13.91,50.04,45.41,58.96,209.99,205.3,113.94,213.32,135.02,14.72,173.55,173.99,201.17,174.91,55.11,63.03,227,36.65,10.22,112.18,269.81,112.83,68.01,361.89,178.42,139.92,53.71,42.56,7.68,48.78,12.89,227.43,,25.91,
24/12/2020,124.52,124.96,30.71,499.86,85.33,13.4,381.16,336,278.88,316.58,340.79,12.89,10,21.65,267.4,63.52,126.96,84.98,431.46,86.71,148.79,97.49,131.97,,513.97,324.09,17.79,74.98,323.04,65.36,30.08,32.67,218.65,137.43,141.6,59.16,63.57,38.71,39.19,84.37,33.77,103.26,77.67,117,76.42,33.76,152.47,5.79,13.12,50.38,45.47,58.84,209.53,208.7,114.03,216.12,134.2,14.6,173.73,174.52,203.39,175.19,55.48,62.95,228.85,37.22,10.11,112.69,270.92,114.39,67.97,364.58,179.56,136.59,52.88,42.65,7.48,48.74,12.96,225.78,,25.88,
28/12/2020,125.34,125.7,30.58,498.95,84.87,12.99,381.12,344.47,277.97,318.04,345.95,13,9.79,21.55,277,62.97,128.48,77.5,431.88,88.7,147.74,90.22,136.69,,519.12,318.41,17.88,75.49,302.81,64.46,30.93,32.39,221.07,138.61,142.43,59.82,66.89,39.59,39.41,85.48,33.52,103.45,79.15,118.09,76.71,34.24,153.19,10.49,15.65,51.11,46.08,58.98,209.94,212.63,115.13,214.7,136.75,14.6,178.86,174.71,205.65,176.39,55.62,62.52,229.14,37.33,10.17,113.59,269.25,113.8,68.08,371.06,178.37,126.44,51.97,42.31,7.3,48.92,12.92,224.64,,25.79,
29/12/2020,125.01,123.81,30.07,502.11,84.27,12.64,378.33,346.66,280.73,321.49,347.35,12.68,9.7,21.54,276.78,63.18,131.3,76.4,429.04,87.89,148.49,89.51,134.87,,530.87,307.97,17.75,75.33,304.05,62.36,30.9,31.77,220.48,138,141.57,59.04,69.43,38.97,39.09,83.29,32.64,104.7,78.35,116.82,77.64,33.84,154.14,10.56,15.79,51.55,46.11,58.81,209.13,214.37,115.57,214.47,133.76,14.48,177.3,173.85,204.42,175.04,54.71,60.76,227.8,36.75,9.95,112.9,266.19,113.81,67.9,372.72,176.65,125.9,52.27,42.24,7.12,48.5,13,222.46,,25.26,
30/12/2020,125.36,125.64,30.5,497.45,86.98,13.16,375.55,355.55,285.51,323.63,344.99,12.95,9.97,21.5,271.87,63.8,132.12,77.53,434.83,86.81,149.95,90.43,133.72,,524.59,319.1,17.84,75.91,300.92,64.31,31.06,32.13,220.34,138.35,141.58,59.34,74.19,39.51,38.68,83.97,32.43,105.27,78.44,116.93,76.84,33.44,156.05,15.15,17.26,51.21,46.56,58.14,210.95,218.36,115.64,215.24,134.23,14.64,181.17,174.11,205.98,173.88,54.71,60.6,228.93,36.82,9.81,113.15,265.26,114.71,67.75,374.45,180.04,126.49,53.15,42.33,7.24,48.56,13.04,222.4,,25.67,
31/12/2020,127.07,127.3,29.55,500.12,86.3,13.06,379.85,356.94,290.24,328.73,350.68,12.93,9.67,21.7,273.16,64.62,132.4,75.99,437.85,87.63,152.34,87.37,132.69,,540.73,319.12,18,77.15,281.4,63.43,31.24,31.93,224.46,139.51,141.47,60.2,74.31,39.8,38.91,85.28,32.06,107.15,79.51,117.93,78,33.8,157.38,21.91,16.99,52.4,47.29,58.75,212.7,218.73,117.14,216.36,135.29,14.76,181.18,174.79,208.22,176.53,54.82,62.16,230.93,36.32,9.94,115.29,265.62,115.86,68.3,376.78,182.02,125,51,42.24,6.94,49.1,13.24,222.53,,25.5,
04/01/2021,125.87,126.82,30.83,485.34,86.87,12.51,371.7,351.49,292,333.25,349.5,12.87,10.35,22.22,268.94,61.6,131.37,74.59,425.22,86.31,148.5,86.14,129.41,,522.86,311.35,17.67,74.22,278.24,62.91,29.51,33.47,219.6,135.29,140.1,57.97,66.94,38.52,37.77,82.81,32.84,105.41,78.19,114.83,77.2,32.92,156.5,29.27,16.48,50.51,46.19,58.85,207.95,217.76,116.02,214.31,135.94,14.4,177.68,171.87,203.01,177.63,53.92,60.08,220.2,35.03,9.48,113.3,263.92,110.29,69.99,380.15,182.15,125.57,51.14,41.99,7.61,48.55,13.1,220.31,,24.65,
05/01/2021,125.65,128.49,31.05,485.69,89.6,12.66,368.87,347.42,284.38,328.45,344.8,12.88,10.17,22.08,270.97,61.96,137.14,75.14,428.1,87,152.43,86.7,131.01,,520.8,316.81,17.73,74.77,283.83,64.04,29.9,33.59,220.71,132.96,141.23,58.26,68.11,39.43,37.94,83.17,33.96,106.5,78.49,115.21,77.33,32.8,158.34,28,18.41,49.98,46.81,58.58,208.46,214.51,116.95,216.56,135.43,14.36,178.44,171.58,205.5,180.37,54.27,60.16,217.37,35.84,9.45,113.54,266.05,108.88,70.46,375.74,183.64,126.07,54.01,42.01,7.52,48.86,13.24,221.52,,24.97,
06/01/2021,131.55,139.81,33.05,466.31,90.83,12.67,361,347.55,281.35,328.86,359.27,14,10.35,22.51,263.31,64.58,143.42,73.27,425.46,86.14,151.19,81.62,126.6,,500.49,348.13,17.97,78.43,268.02,68.25,29.83,35.81,214.89,132.11,142.35,57.76,68.24,42.5,39.2,85.07,33.69,105.58,81.77,117.76,78.55,32.88,159.83,25.73,19.28,50.56,48.04,59.29,212.26,212.62,118.86,225.43,142.86,14.92,179.12,174.19,209.8,188.92,56.14,59.87,213.82,36.42,9.59,115.74,267.57,108.71,72.56,370.02,193.86,117.63,52.48,41.79,8.65,50.36,13.21,216.15,,25.03,
07/01/2021,135.87,147.55,33.85,477.74,94.56,12.64,368.63,349.86,281.38,329.07,365.03,14.16,10.24,22.57,268.74,63.3,142.29,79.02,443.39,88.72,155.7,86.91,130.92,,508.89,365.97,17.86,79.29,304.2,68.73,28.87,36.52,217.5,133.61,144.95,57.04,73.64,43.45,38.71,85.13,33.8,106.71,80.09,118.05,80.12,32.88,160.37,24.79,22.72,50.66,47.48,58.53,212.61,213.81,118.7,225.74,145.97,14.92,178.58,169.72,212.72,191.1,56.83,60.11,217.45,35.5,9.68,115.81,266.26,108.97,73.99,367.92,194.23,120.7,56.13,42.12,8.81,51.07,13.35,217.98,,24.9,
08/01/2021,136.02,144.24,33.49,485.1,95.56,12.68,374.46,353.85,280.21,326.85,363.39,14.04,9.76,21.9,267.57,62.68,144.02,79.15,445.64,89.89,156.64,88.22,132.05,,510.4,356.11,17.87,81.13,300.1,69.89,28.5,35.77,222.2,133.6,146.35,57.85,74.13,42.61,39.33,86.49,33.99,107.27,80.98,118.6,79.17,33.16,160.04,25.03,26.59,51.54,48.72,57.8,210.03,215.45,119.71,221.75,144.96,14.88,178.69,166.62,218.82,193.6,56.16,59,222.62,35.45,9.65,117.63,269.09,112.05,74.86,369.94,194.26,118.1,53.28,42.35,9.06,50.82,13.7,222.04,,25.67,
11/01/2021,138.05,146.7,33.04,474.24,97.96,12.91,372.34,348.2,276.35,319.2,360.75,14.13,9.67,21.79,256.84,61.18,142.96,76.5,445.76,87.81,156.11,85.09,128.98,,499.1,352.05,17.91,79.69,293.19,69.54,28.12,34.8,214.92,131.27,147.05,57.54,66.05,43.28,38.94,83.14,33.84,109.02,80.7,117.04,81.05,32.72,159.37,18.76,22.64,51.52,48.18,57.46,208.36,212.89,118.5,221.06,145.28,14.68,179.09,165.2,217.35,195.28,56.9,58.72,221.25,35.17,9.54,117.65,271.23,111.35,76.07,364.01,193.86,116.64,54.59,42.07,9.8,49.9,13.49,218.25,,25.34,
12/01/2021,140.22,149.65,33.18,471.65,100.01,12.89,365.67,342.92,274.06,315.86,357.37,14.45,9.76,21.7,251.09,61.09,140.95,77.82,449.39,86.87,154.45,89.62,128.8,,494.25,346.3,18.14,79.75,293.35,70.12,27.88,34.72,214.91,131.51,145.05,55.98,68.05,44.04,39.15,85.43,34,109.78,80.71,116.4,79.23,32.88,158.13,19.65,24.21,50.01,46.64,57.26,208.88,208.86,117.29,223.13,150.47,14.72,175.99,166.51,218.64,199.1,58.78,59.03,222.24,35.51,9.55,117.86,276.33,111.9,76.26,364.2,197.54,120.51,58.54,42.14,9.76,50.06,13.65,215.52,,25.23,
13/01/2021,140.35,146.71,32.67,472.05,98.05,13.11,364.96,346.33,274.25,312.05,355.04,14.3,9.6,21.59,251.64,63.81,140.61,82.48,451.21,87.36,157.42,90.59,130.89,,507.79,335.4,18.07,81.84,296.55,67.79,28.34,34.79,216.46,133.15,143.04,55.95,69.32,43.59,40.28,88.87,33.75,112.45,80.83,116.21,78.51,32.84,157.89,18.16,23.88,50.16,46.88,57.06,207.02,209.35,118.72,216.96,153.72,14.72,176.12,166.28,216.61,196.82,58.32,59.89,224.79,35.62,9.44,117.84,274.05,111.86,74.92,366.95,195.89,125.35,59.4,42.29,10.7,49.7,13.69,218.18,,25.27,
14/01/2021,141.17,149.36,31.97,463.27,105.8,12.92,365.51,326.93,272.16,306.18,350.53,14.7,9.6,22.1,245.64,63.56,144.17,80.51,452.07,86.55,160.85,91.12,128.91,,500.86,335.4,18.14,82.53,303.76,66.73,28.49,34.33,214.99,133.45,141.3,56,72.47,44.42,40.72,94.95,35.29,111.63,80.52,114.64,78.35,33.24,160.65,18.12,28.9,49.58,45.52,57.04,208.61,201.86,117.77,212.43,159.82,14.92,173.43,166.41,216.16,198.01,57.42,59.96,221.23,35.44,9.62,115.62,268.34,110.28,75.05,362.35,197.4,142.47,56.91,41.92,11.26,50.13,13.65,215.6,,25.32,
15/01/2021,138.64,144.77,31.9,458.08,103.14,13.16,371.01,323.26,266.65,305.95,351.3,14.42,8.9,22.01,251.36,64.25,140.69,77.85,445.85,86.38,157.09,88.21,127.14,,497.98,282.26,18.54,82.04,291.3,64.86,28.37,33.78,219.89,136.48,140.72,56.8,68.04,43.48,41.19,93,34.73,110.52,81.37,114.72,79.5,33.16,160.3,16.66,25.78,48.69,46.15,57.38,205.97,201.59,116.81,210.77,154.33,14.84,171.44,165.55,216.6,194.8,56.83,60.51,224.39,35.85,9.4,115.19,275.59,112.18,76.26,362.16,194.62,140.1,55.52,41.8,10.93,50.04,13.75,213.14,,25.16,
19/01/2021,138.04,146.2,31.56,456.5,109.22,12.89,384.95,325.94,269.29,313.14,352.19,14.63,8.86,21.85,261.1,61,142.82,81.44,459.27,89.22,163.77,95.31,127.83,,501.77,295.05,18.59,82.81,286.21,66.41,28.26,33.79,216.88,137.99,139.27,56.3,68.86,43.15,40.58,92.67,30.33,112.18,81.56,115.01,79.32,32.92,162.78,16.46,25.2,48.85,46.8,57.05,206.76,201.66,118.31,215.91,155.32,15,172.26,169.12,215.28,188.16,57.2,61.22,220.62,35.65,9.48,114.88,273.19,111.66,75.4,354.47,194.06,141.64,56.3,42.07,11.09,50.33,13.43,216.76,,25.37,
20/01/2021,135.97,143.73,32,469.73,107.84,13.25,389.46,334.91,275.53,321.94,350.84,14.45,9.22,21.86,267.48,62.13,141.75,83.51,461.88,94,164.6,97.55,132.03,,586.34,297.18,18.77,84.05,281.88,65.42,28.81,34.5,222.78,140.72,142.8,57.12,66.43,43.73,40.45,95.29,29.77,112.62,81.07,115.05,78.63,33.12,162.38,16.72,22.28,48.88,46.81,57.26,208.08,206.01,119.29,218.38,153.72,15.32,173.64,170.22,218.18,188.3,57.84,61.42,224.98,36.36,9.55,114.69,274.3,114.81,75.25,361.3,192.34,135.21,56.38,42.63,10.95,51.86,13.55,223.44,,26.37,
21/01/2021,134.83,144.51,32.36,472.02,107.97,13.22,381.75,334.44,270.77,317.72,355,14.15,9,21.76,272.87,61.85,138.88,83.02,466.82,94.21,164.75,104.13,136.87,,579.84,317.18,18.38,83.71,286.32,68.85,28.88,35.25,222.2,141.22,141.61,57.22,67.59,43.52,39.61,94.51,30.26,111.26,79.82,114.58,77.41,33.44,161.73,16.36,19.35,49.13,46.01,57.27,205.23,205.14,117.91,214.01,151.76,15.64,171.28,170.67,207.9,191.27,58.04,62.94,221.97,35.97,9.77,112.92,279.05,114.69,74.08,362.8,192.19,134.61,55.79,42.42,10.74,51.75,13.75,222.17,,26.25,
22/01/2021,133.79,143.16,32,472.44,106.33,13.26,374.85,328.99,266.7,315.14,347.55,14.04,9.1,21.83,274.5,63.07,136.52,83.47,465.02,94.63,162.42,103.28,139.07,,565.17,321.12,18.38,84.21,285.68,67.08,29.15,35.11,223.92,140.46,139.35,57.95,76.16,44.25,40.09,95.49,30.87,110.86,80.51,115.36,77.22,33.44,163.55,17.47,20.97,48.68,45.46,57.47,202.25,202.02,116.58,212.39,160.27,15.76,172.78,169.04,207.13,191.91,57.76,60,222.79,35.97,9.79,111.92,284,115.41,74.12,362.3,191.94,140.7,54.31,42.65,10.65,51.09,13.74,225.77,,26.39,
25/01/2021,132.12,140.04,32.19,473.44,108.12,13.2,374.43,329.19,266.55,314.93,347.81,14.39,8.97,21.97,278.01,62.56,135.99,82.78,464.79,94.71,164.4,105.21,142.92,,556.78,310.12,18.27,86.87,287.25,66.99,29.74,35.05,227.51,142.63,137.55,58.47,85.85,43.81,40.11,97.48,35.08,110.5,80.71,114.19,77.38,33.64,165.98,16.37,19.67,48.97,45.49,58.42,201.87,200.98,116.9,211.26,164.12,15.88,171.89,170.39,206.46,190.15,56.92,61.19,225.82,36.07,9.82,112.46,285.08,115.95,73.21,361.88,187.34,158.73,54.29,42.62,9.91,52.56,13.66,225.92,,26.25,
26/01/2021,131.58,137.24,30.47,476.28,105.53,13.05,374.8,327.7,268.67,319.01,343.11,14.45,8.97,22.45,282.05,61.79,131.5,77.03,463.87,95.4,162.55,106.99,143.16,,561.93,296.68,18.23,85.23,280.98,65.51,30.03,32.98,232.29,145.85,135.1,58.75,89.33,43.86,40.35,99.05,38.76,108.8,80.45,113.95,76.52,33.72,170.48,17.66,19.32,50.09,45.75,56.57,201.06,202.01,116.75,209.33,164.2,15.8,169.56,175.95,200.05,187.7,54.49,64.86,227.84,36.15,9.8,112.65,282.6,116.98,74.23,364.98,187.21,186.83,51.92,42.78,10.38,53.72,13.73,226.26,,26.07,
27/01/2021,127.86,132.83,28.55,460,98.58,12.57,363.11,315.49,263.04,306.3,332.99,14.12,8.63,21.99,272.14,59.79,123.21,74.57,444.7,90.95,153.67,108.98,142.06,,523.28,285.51,17.98,80.19,266.2,60.15,29.15,30.89,229.06,149.17,131.02,58.45,81.27,41.65,39.41,96.64,51.8,102.79,78.46,110.96,73.49,32.84,167.88,16.11,17.93,48.42,45.86,55.13,199.38,194.97,111.5,207.37,159.35,15.28,163.03,186.65,194.33,178.28,53.19,71.72,228.05,36.13,9.4,109.35,274.05,115.12,72.42,356.39,180.63,192.08,48.11,42.05,10.34,51.74,13.62,224.78,,24.75,
28/01/2021,130.11,137.35,29.48,465.67,101.15,12.69,369.95,324.28,270.07,318.97,338.15,13.9,9.47,21.74,265,61.78,126.74,78.8,451.74,92.66,155.55,109.54,137.09,,538.6,309.74,18.08,82.46,273.13,61.47,29.34,31.61,228.31,144.87,134.72,59.02,84.77,42.02,39.49,97.51,38.14,104.21,78.33,112.11,74.3,33.32,169.16,19.54,19.93,51.6,46.17,55.37,202.84,198.22,114.77,211.1,164.79,15.44,171.88,183.42,201.29,183.58,56.91,66.65,227.51,36.82,9.76,112.61,278.05,113.28,72.61,357.06,184.34,179.79,51.58,42.24,10.48,50.53,13.38,226.5,,25.85,
29/01/2021,128.67,132.47,28.83,458.77,96.68,12.54,361.23,316.29,266.26,317,333.58,13.66,9.12,21.61,258.33,60.6,124.1,76.66,450.5,91.37,156.28,109.35,131.96,,532.39,288.33,17.71,80.87,272.45,59.15,28.52,30.98,227.36,143.95,133.59,57.19,93.06,41.1,38.64,92.93,38.2,102.48,77.26,111.32,73.49,32.48,163.13,19.42,20.52,49.57,46.3,54.75,195.37,193.25,111.33,204.51,165.19,14.92,168.17,175.66,197.47,181.17,54.3,66.12,227.62,36.22,9.39,110.35,270.82,113.79,71.65,352.43,182.84,178.08,50.93,42.17,10.35,50.43,12.6,225.56,,25.28,
01/02/2021,129.62,132.95,29.11,470,101.21,12.84,373.58,321.56,270.75,321.84,334,13.73,9.58,21.62,262.01,62.51,127.3,80.48,466.74,94.65,161.58,109.67,134.14,,539.04,300.82,17.84,81.7,282,60.24,29.05,31.25,235.57,148.21,135.71,58.26,95.26,42.48,39.74,92.94,34.87,102.3,79.33,112.09,73.76,33.16,162.71,18.22,19.98,50.15,47.12,54.28,195.56,198.36,111.18,208.43,166.56,15.38,170.97,174.7,198.6,183.57,56.03,66.74,232.69,37.13,9.65,113.41,270.07,116.62,71.46,350.52,184.72,177.97,52.76,42.51,10.2,50.71,13.02,228.46,,26.3,
02/02/2021,133.61,136.08,29.56,484.93,103.59,12.95,384.11,334.37,278.25,330.1,338.72,13.74,9.43,21.54,267.08,62.17,136.13,83.57,476.88,95.96,164.78,106.3,134.99,,548.16,307.05,17.93,82.93,300.71,62.57,29.51,31.72,236.15,148.61,139.59,58.41,108.41,43.81,39.68,92.46,34.84,103.47,80.54,113,74.16,33.56,161.25,18.54,21.49,51.18,47.58,54.5,200.12,202.61,113.95,210.28,177.16,15.68,176.96,175.02,205.93,185.59,57.39,66.78,230.3,37.22,9.94,116.78,272.16,117.12,71.83,355.58,192.5,167.16,56.46,42.73,11.35,51.1,13.3,234.2,,26.77,
03/02/2021,135.14,137.38,29.81,481.92,99.87,12.75,380.15,332.82,273.88,324.25,337.89,14.14,9.2,21.52,266.65,62.09,138.48,82.34,465.19,102.94,162.3,109.83,133.94,,539.45,307.08,18.11,83.05,304.64,61.69,29.62,31.75,232.31,147.32,138.63,58.55,109.51,43.72,39.93,93.38,36.2,106.95,79.74,112.22,73.73,33.44,160.5,18.55,22.85,50.47,47.75,54.79,199.14,201.36,112.63,208.97,177.67,15.56,176.43,175.48,204.36,185.11,57.22,67.46,231.3,37.07,9.8,115.3,274.17,116.01,73.24,355.21,191.45,168.29,57.12,43.04,12.25,51.04,13.45,234.82,,26.64,
04/02/2021,138.25,141,29.97,489.38,103.24,13.06,392.73,340.83,276.85,328.45,329.32,14.68,9.17,21.8,266.49,63.91,141.91,83.04,470.63,102.68,147.97,111.67,137.39,,552.16,301.7,18.39,83,303.61,61,30.12,31.9,232.2,145.05,140.63,59.02,117.93,43.85,40.35,95.16,35.58,108.53,79.8,113.08,72.5,33.72,161.99,18.99,23.08,51.45,47.73,55.14,200.59,209.25,117,208.13,183.31,15.76,180.23,177.1,204.45,188.59,58.64,67.72,230.85,37.18,10,114.55,278.82,116.94,73,355.85,191.65,169.25,57.85,43.03,12.19,51.94,13.54,237.98,,26.79,
05/02/2021,137.98,140.4,30.5,492.12,100.71,13.03,389.38,338.75,276.97,324.02,324.51,14.52,9.17,21.83,268.1,64.02,141.4,85.56,466.01,104.44,145.84,113.15,136.76,,550.79,308.24,18.41,83.6,306.05,62.77,30.31,32.43,232.99,145.56,145.11,59.25,125.5,45.19,40.83,96.75,34.79,108.73,81.35,113.73,72.28,34.28,164.45,17.51,23.38,51.11,48.13,55.32,202.92,208.77,118.4,212.78,182.9,15.96,181.16,179.01,204.2,188.86,60,69.44,229.34,36.85,10.02,114.19,278.86,116.62,72.18,355.17,193,168.92,58.58,43.24,12.01,52.47,13.92,238.89,,26.95,
08/02/2021,140.14,142.9,30.46,493.76,106.19,13.38,389.74,337.03,278.39,325.44,324.34,14.83,9.69,21.71,266.58,63.21,145.42,91.13,472.7,104.23,147.38,111.65,136.91,,547.92,318.83,18.62,83.4,304.5,63.43,29.78,32.25,232.79,146.37,143.41,58.97,143.96,46.23,41.14,98.94,35.82,106.84,80.98,114.38,71.55,34.52,164.92,25.6,32.79,51.85,47.86,55.05,203.86,206.89,118.07,217.05,195.43,16.2,190,180.76,204.12,193.95,61.38,71.41,232.51,36.34,10.12,113.46,280.03,117.18,72.98,359.83,197.45,169.09,59.29,43.24,12.82,52.53,14.32,238.93,,26.73,
