Date,JPM,MTB,CWEN-A,ADBE,AMAT,GMRE,INTU,MA,MCO,SPGI,UNH,PBCT,NG,T,META,WELL,EXPE,NET,AVGO,GOOGL,QCOM,FSLY,AAPL,LVGO,NFLX,SEDG,GOOD,NEE,SNOW,HASI,STOR,CWEN,AMT,DLR,NKE,O,SICP,HI,LTC,SPG,PETS,ABBV,AWR,WM,MRK,NLY,JNJ,BTBT,RIOT,CMCSA,WTRG,VZ,HON,V,MDT,ECL,SBNY,NYMT,DIS,MMM,UNP,TGT,AOS,STX,PSA,OHI,RITM,ICE,HD,EXR,CVS,COST,CAT,BYND,UBER,WORK,CRON,SCI,HRZN,CRM,ONL,VICI,WBD
29/06/2020,93,102.32,20.92,424.2,59.06,11.29,287.92,292.93,269.11,321.29,289.76,11.31,8.81,22.57,220.64,51.26,82.67,35.11,309.78,69.86,89.01,78.15,90.45,71.56,447.24,137.06,18.6,59.56,,28.19,21.5,23,253.8,140.13,95.87,57.89,13.8,26.61,37.4,68.13,33.26,96.44,77.29,103.56,72.58,26.16,139.04,1.28,2.14,38.94,41.67,54.69,143.24,191.38,90.26,195.62,104.71,10.72,111.52,155.57,165.51,118.57,46.44,47.76,191.1,29.96,7.41,90.4,246.12,91.83,64.42,301.59,125.25,131.55,29.63,30.87,6.1,38.49,10.88,183.33,,20,
30/06/2020,94.06,103.97,20.97,435.31,60.45,11.33,296.19,295.7,274.73,329.48,294.95,11.57,9.18,22.81,227.07,51.75,82.2,35.95,315.61,70.9,91.21,85.13,91.2,75.19,455.04,138.78,18.75,60.04,,28.46,21.38,23.06,258.54,142.11,98.05,57.62,14,27.07,37.67,68.38,35.64,98.18,78.63,105.91,73.74,26.24,140.63,1.29,2.22,38.98,42.24,55.13,144.59,193.17,91.7,198.95,106.92,10.44,111.51,155.99,169.07,119.93,47.12,48.41,191.89,29.73,7.43,91.6,250.51,92.37,64.97,303.21,126.5,133.98,31.08,31.09,6.01,38.89,10.9,187.33,,20.19,
01/07/2020,93.26,101.31,20.91,439.81,59.68,11.49,302.58,301.17,278.39,334.52,297.73,11.21,9.31,22.57,237.55,53.64,84.44,36.93,312.73,72.1,89.78,86.45,91.03,74.41,485.64,141.39,18.77,61.57,,28.24,21.46,22.97,265.39,147.39,97.4,59.16,13.59,26.37,38.74,69.81,34.83,99.14,78.47,105.09,74.49,25.6,140.38,1.3,2.34,39.7,43.31,54.67,144.11,193.78,92.32,200.24,105.3,10.32,113.01,155.43,166.88,118.96,46.3,47.3,199.16,30.23,7.24,93.3,248.15,96.96,64.56,304.75,126.06,141.64,30.43,31.06,6.11,39.26,10.93,191.89,,20.7,
02/07/2020,92.66,100.59,21.25,442.95,61,11.16,305.3,302.42,278.01,333.25,298.26,11.18,9.23,22.7,233.42,52.63,84.89,36.47,315.47,73.5,91.87,84.51,91.03,72.81,476.89,143.11,18.58,61.6,,28.38,21.06,23.21,264.21,148.59,98.43,59.17,13.5,26.44,38.03,68.81,35.64,98.88,79.59,104.97,75.12,25.2,140.97,1.33,2.29,39.25,43.44,54.79,145.02,195.67,93.16,200.9,104.51,9.96,112.18,157.04,169.08,119.12,47.32,47.34,199.36,29.6,6.9,92.26,248.5,97.25,64.7,305.74,127.72,140.72,30.68,30.31,6.17,39.23,10.87,192.53,,20.86,
06/07/2020,95,101.93,21.04,452.59,63.46,11.29,309.65,305.57,283.65,341.02,302.81,11.36,9.18,23.01,240.28,52.31,87.34,38.34,318.79,74.98,92.92,84.37,93.46,77.63,493.81,148.88,18.71,61.74,,28.93,21.16,23.06,265.97,147.81,99.95,58.35,13.35,26.76,38.19,68.93,36.68,99.01,78.27,105.21,75.88,25.72,142.98,1.31,2.38,40.33,43.68,55.24,147.22,197.76,93.21,201.73,104.94,10.12,114.43,158.1,172.16,119.24,48.04,48.03,196.53,29.99,7.2,92.53,249.55,96.21,64.93,311.49,129.43,143,32.52,31.12,6.45,39.7,11.25,197.72,,20.22,
07/07/2020,92.32,98.54,21.02,449.36,62.18,10.69,307.93,299.91,285.37,341.19,296.65,11,9.71,22.88,240.86,49.95,85.05,37.91,313.12,74.5,92.14,87.51,93.17,93.76,493.16,146.57,18.15,61.68,,28.62,20.09,23.01,265.97,147.49,97.07,56.72,12.89,26.11,37.4,65.93,37.12,99.35,77.27,104.62,75.06,25.84,142.85,1.29,2.29,40.07,42.9,55.04,144.97,194.2,91.67,202.94,102.81,9.52,113.63,154.82,169.78,118.06,47.9,47.11,194.46,29.24,6.8,92.57,247.35,95.08,63.92,316.23,127.2,143.11,32.82,31.48,6.27,38.89,10.99,196.38,,19.99,
08/07/2020,93.3,98.98,21.23,457.68,62.77,10.46,310.38,300.15,294.24,354.32,298.36,10.97,9.16,22.99,243.58,50.03,84.2,38.4,319.57,75.18,93.53,96.16,95.34,96.82,502.78,157.92,18.28,63.32,,30.1,20.02,22.96,264.7,147.11,98.84,56.68,13,26.06,37.25,65.71,39.33,99.28,77.52,103.12,74.3,26.36,143.27,1.5,2.54,39.74,43.1,55.38,145.59,195.07,91.61,196.77,104.69,9.88,116.66,154.58,169.04,117.7,47.84,46.56,193.36,29.68,6.83,93.84,249.17,95.67,63.14,316.32,128.13,144.98,33.93,34.24,6.19,37.78,11.17,200.28,,20.2,
09/07/2020,91.28,95.21,20.46,460.84,63.49,10.24,307.91,294.59,294.29,352.72,291.16,10.4,8.65,22.29,244.5,49.2,81.56,39.73,321.5,75.93,93.25,102.72,95.68,107.56,507.76,157.18,17.55,63,,29.61,19.25,22.21,265.6,147.03,96.99,55.31,12.36,25.05,36.69,61.02,38.93,97.94,76.44,102.08,73.13,25.84,142.49,2.4,2.34,39.29,42.53,53.94,141.37,192.21,90.13,197.5,100.52,9.36,116.81,151.45,165.99,117.9,47.57,46.78,195.37,30.3,6.49,92.14,247.96,95.21,61.28,325.54,125.73,141.22,33.15,34.02,6.02,36.51,11.24,200.74,,19.79,
10/07/2020,96.27,100.37,20.92,466.2,62.59,11.01,307.55,295.68,292.92,351.81,291.23,11.13,8.82,22.74,245.07,50.55,83.54,40.08,319.44,76.95,92.51,94.91,95.92,105.68,548.73,159.44,17.86,64.9,,29.86,19.86,22.58,264.35,147.39,97.99,55.19,13.16,25.97,37.22,63.98,37.99,96.83,77.87,103.82,73.16,26.56,142.37,1.82,2.33,40.51,43.28,54.49,142.45,192.55,90.81,200.66,104.1,9.72,119.34,152.85,166.39,118.86,48.27,47.38,194.43,30.57,6.82,92.55,250.11,96.25,62.65,326.23,128.01,135.03,33.14,33.84,6.32,37.4,11.23,198.88,,19.96,
13/07/2020,97.65,101.64,21.04,442.47,61.51,10.78,297.64,290.18,285.76,346.09,299.71,11.31,8.16,22.46,239,50.02,81.58,36.75,311.31,75.61,91.33,83.2,95.48,97.38,525.5,154.68,17.83,64.06,,30,19.89,22.73,255.93,142.69,96.46,55.03,13.3,26.09,37.05,63.69,35.82,97.86,76.91,104.33,73.76,26.6,145.21,1.74,2.18,40.54,43.37,54.45,143.49,189.02,92.77,200.3,105.74,9.34,116.22,154.8,169.17,118.73,48.47,47.33,192.89,30.14,6.7,91.83,249.62,96,62.62,322.92,130.57,125.98,31.72,33.42,6.27,37.31,11.17,188.34,,19.75,
14/07/2020,98.21,98.33,21.55,433.78,62.54,11.05,285.37,298.95,291.24,351.64,308.52,11.15,8.42,22.61,239.73,49.94,82.47,36.75,315.08,76.04,92.38,81.87,97.06,101.18,524.88,168.2,18.1,65.64,,31.72,19.8,23.27,258.94,146.78,96.76,55.73,13.33,26.66,37.35,61.93,37.17,98.87,76.57,106.2,74.61,27.04,147.92,1.76,2.25,41.18,43.38,55.44,148.1,193.33,94.65,204.14,102.96,9.72,118.66,158.54,171.89,120.08,49.93,47.38,193.84,29.25,6.74,91.72,257.79,97.3,63.7,328,136.88,127.78,30.93,32.37,6.4,37.53,11.52,189.56,,19.68,
15/07/2020,99.73,102.77,21.92,433.01,62.1,11.16,289.97,305.72,293.52,354.8,304.07,11.71,8.38,22.65,240.28,51.04,90.23,36.12,313.78,75.84,92.55,82.37,97.73,108.31,523.26,174.85,18.56,64.75,,33.41,20.15,23.49,257.27,144.17,98.54,56.78,13.94,27.61,37.34,66.59,39.31,100.48,77.21,106.79,75.75,28.08,148.26,1.99,2.26,41.96,43.04,55.06,151.93,196.55,97.16,207.9,109.07,10.28,120.9,159.33,174.39,121.67,50.63,48.24,192.8,30.13,7.3,93.24,257.8,98.08,64.58,326.7,138.36,131.75,32.81,32.12,7.02,39.13,11.76,188.09,,21.19,
16/07/2020,100.01,102.52,21.75,426.29,62.34,11.18,285.7,299.35,289.38,349.51,307.15,11.66,8.22,22.94,240.93,49.88,87.17,35.1,311.34,75.75,91.2,78.12,96.52,103.56,527.39,164.75,18.2,67.1,,32.37,20.06,23.34,257.48,140.46,97.26,55.84,13.79,27.71,36.82,62.9,41.83,99.92,77.59,107.46,75.71,27.96,149.25,1.95,2.22,42.14,43.88,55.78,153.08,193.5,95.75,208.29,107.5,10.16,119.43,160.5,176.87,121.95,50.81,48.5,188.38,29.85,7.55,92.37,258.08,96.7,64.99,326.27,138.56,128.45,32.35,31.61,6.9,39.1,11.61,185.51,,21.06,
17/07/2020,98.16,99.32,22.02,432.42,62.3,11.41,289.27,304.06,292.51,354.69,306.53,11.35,8.42,22.83,242.03,50.99,86.87,37.02,312.71,75.84,92.23,78,96.33,104.11,492.99,171.58,18.58,68.85,,33.37,20.5,23.61,259.11,143.75,96.28,56.74,13.43,27.67,37.99,62.4,40.53,100.83,79.92,108.7,76.16,28.08,149.35,1.94,2.23,42.18,44.71,56.3,155,195.09,98.58,210.36,104.31,10.04,118.65,159.83,181.25,121.67,50.53,48.27,192.3,30.88,7.71,93.83,260.38,98.68,65.36,324.79,136.9,128.27,32.55,32.11,6.75,38.69,11.59,187.78,,21.55,
20/07/2020,97.3,98.79,21.75,455.27,63.73,11.46,298.72,311.96,293.93,358.09,303.46,11.09,8.48,22.53,245.42,49.3,86.89,38.37,317.13,78.19,93.17,84.85,98.36,113.17,502.41,176.3,18.38,68.58,,33.03,20.15,23.33,260.53,144.24,95.65,55.57,13.33,27.1,36.87,60.42,33.36,99.54,78.89,106.57,75.72,28.2,149.6,1.87,2.26,41.95,44.41,55.87,153.39,198.47,95.73,209.85,101.93,9.88,117.79,156.37,177.39,119.82,50.5,48.59,187.79,29.81,7.57,94.25,260.17,96.97,63.91,326.51,134.63,128.5,33.66,33.29,6.63,38.07,11.5,195.09,,21.13,
21/07/2020,99.41,103.94,22.23,444.28,63.81,11.51,297.88,307.6,290.88,354.83,305.11,11.71,8.81,22.83,241.75,49.48,87.53,38.18,314.34,77.8,92.31,82.94,97,113.18,490.1,170.38,18.74,69.08,,34.08,20.26,23.93,259.21,143.3,98.36,55.38,13.83,27.56,37.14,60.95,34.03,97.4,80.66,107.52,75.22,28.72,149.74,2,2.3,42.57,44.7,55.84,154.76,196.48,96.81,207.65,109.56,10.08,118.62,157.8,178.66,120.2,51.06,49.42,186.84,30.18,7.89,95.11,262.42,96.77,64.52,327.74,135.87,129.92,32.55,32.61,6.71,38.54,11.52,190.8,,21.47,
22/07/2020,98.69,103.44,22.72,445.05,64.22,11.86,296.44,313.37,293.5,356.45,306.71,11.57,8.74,22.76,239.87,52.33,87.68,38.04,313.8,78.24,92.6,83.57,97.27,110.56,489.82,175.65,19.17,70.11,,34.65,20.88,24.41,259.04,144.87,98.91,56.65,13.79,27.53,38.23,62.03,32.66,97.7,80.96,108.21,75.12,28.92,150.01,1.89,2.34,42.57,45.71,55.75,154.61,198.86,97.49,210.32,109.18,10.38,119.03,158.71,179.38,123.14,51.02,49.47,188.31,31.62,7.99,96.06,265.17,97.94,63.78,328.3,136.98,130.57,32.66,30.94,6.65,38.8,11.62,191.31,,22.26,
23/07/2020,98.98,105,22.89,431.74,63.63,12.05,291.55,309.9,288.12,348.26,302.97,11.78,8.57,22.57,232.6,51.94,85.17,36.43,309.67,75.84,89.67,80.05,92.85,111.35,477.58,176.29,18.68,70.24,,34.28,20.23,24.62,257.9,145.79,98.3,55.54,14,28.8,38.21,61.8,31.49,98.03,81.34,108.03,74.43,28.68,149.61,1.91,2.29,42.49,45.88,55.85,153.73,197.43,96.57,209.54,111.58,10.32,118.12,159.29,175,122.35,51.2,50,187.02,31.73,7.8,95.85,263.81,96.96,63.79,326.11,136.6,127.15,32.17,30.35,6.38,38.84,11.52,188.54,,21.6,
24/07/2020,98.28,105.13,22.49,430.31,60.62,11.55,288.68,306.92,289.68,349.97,300.79,12,8.79,22.32,230.71,51.42,83.72,35.72,305.79,75.41,88.89,78.8,92.62,109.13,480.45,171.6,18.18,70.06,,33.56,20.34,24.16,256.33,146.99,98.43,55.6,13.9,28.2,37.22,60.57,30.89,97.11,80.2,107.28,73.52,28.6,148.12,1.91,2.22,43.35,45.7,56.85,149.43,195.15,96.35,210.06,109.59,10.04,117.61,159.84,176.12,123.71,51.31,48.04,185.36,31.2,7.61,96.32,265.31,95.4,63.34,325.78,137.58,125.09,31.18,29.72,6.31,38.39,11.27,188.49,,21.03,
27/07/2020,96.9,102.9,22.26,437.1,63.01,11.74,296.15,308.86,289.5,351.32,298.6,11.36,9.29,22.1,233.5,51.01,84.42,37.36,312.68,76.47,92.7,80.11,94.81,108.56,495.65,180.74,18.54,69.41,,34.37,20.95,23.93,260.31,151.01,97.21,56.79,14.15,28.78,37.61,61.96,31.15,97.16,79.21,107.07,75.26,29.08,147.18,1.92,2.64,43.56,45.26,56.87,150.76,196.91,96.43,212.04,106.64,10.04,116.31,163.24,176.82,122.69,52.84,49.58,185.57,31.6,7.77,94.54,267.42,95.56,62.57,327.6,139.89,126.72,30.99,29.37,6.58,38.41,11.23,190.96,,20.77,
28/07/2020,97.32,102.84,22.31,432.26,62.3,11.86,296.8,306.33,282.66,347.6,299.93,11.19,9.17,22.41,230.12,53.14,83.68,37.65,307.35,75.18,91.45,80.67,93.25,111.27,488.51,170.54,18.65,70.01,,34.47,21.12,24,266.8,153.97,96.27,57.96,14.11,28.47,38.26,64.14,30.92,96.71,79.22,107.52,75.99,29.2,146.83,2.83,2.77,43.21,45.54,57.48,152.01,196.74,96.35,193.72,104.4,10.44,116.18,155.33,174.41,123.29,52.24,48.57,193.87,32.31,7.94,92.92,265.28,99.59,63.27,327.57,138.03,125.43,30.81,28.75,7.08,38.9,11.13,189.5,,20.71,
29/07/2020,99.68,106.82,22.82,436.3,63.25,12.09,302.18,309.3,291.36,359.86,306.68,11.47,9.21,22.31,233.29,54.69,85.32,38.7,308.85,76.18,93.03,84.94,95.04,121,484.48,176.76,18.43,70.36,,34.97,21.58,24.5,271.29,157.2,96.97,58.7,14.44,29.25,38.97,65.59,31.18,97.01,79.87,109.65,75.66,29.72,146.54,3.13,2.75,43.9,45.87,57.45,154.58,198.58,98.72,194.83,105.05,10.88,115.61,156.25,177.98,123.68,53.3,44.31,196.84,33.19,8.15,94.3,264.66,100.86,64.22,326.14,140.53,126.68,31.02,28.6,6.75,41.17,11.57,193.61,,21.42,
30/07/2020,97.02,105.78,22.7,438.88,64.42,12.15,303.94,309,283.77,352.37,305.23,11.24,8.8,22.32,234.5,54.52,84.93,41.13,312.1,76.92,107.19,92.56,96.19,123.44,485.8,175.26,18.33,70.58,,34.83,21.28,24.36,262.49,158.73,96.82,58.64,14.34,29.3,38.77,63.62,31,96.04,78.33,109.38,75.32,29.92,146.84,2.95,2.55,43.67,45.55,57.3,149.16,194.06,96.47,191.05,102.57,10.52,115.66,152.12,172.8,124.58,48.46,44.4,197.71,32.38,8.07,94.37,266.31,101.51,64,324.82,136.73,123.32,30.24,28.77,6.65,43.4,11.68,191.7,,21.66,
31/07/2020,96.64,105.95,22.91,444.32,64.33,11.89,306.37,308.53,281.3,350.25,302.78,10.79,9.12,22.32,253.67,53.56,81.01,41.62,316.75,74.4,105.61,96.49,106.26,127.25,488.88,175.1,18.2,70.18,,35.03,21.27,24.54,261.39,160.54,97.61,58.15,13.67,29.23,37.15,62.35,31.2,94.91,76.88,109.6,76.51,29.64,145.76,3.09,2.64,42.8,45.35,57.48,149.37,190.4,96.48,187.08,102.53,10.48,116.94,150.47,173.35,125.88,48.14,45.22,199.88,32.38,7.93,96.78,265.49,103.34,62.94,325.53,132.88,125.9,30.26,29.55,6.55,43.36,11.72,194.85,,21.71,
03/08/2020,96.1,105.03,23.01,447.97,65.01,11.6,311.7,312.59,280.63,350.68,303.61,10.68,8.98,22.35,251.96,52.87,79.96,42.51,321.23,74.14,109.59,111.66,108.94,136.63,498.62,173.56,17.95,69.4,,35.4,21.06,24.65,256.58,160.66,98.33,57.53,13.95,29.98,36.52,61.03,31.87,95.94,77,108.98,78.7,29.96,147.35,3.11,3.5,42.88,44.93,57.24,148.53,190.69,97.33,184.41,101.15,10.2,116.35,150.41,172.06,127.84,48.37,44.76,195.84,31.37,7.84,96.28,266.18,101.92,63.86,329.32,131.78,134.32,31.19,30.5,6.79,44.52,12,203.19,,22,
04/08/2020,95.55,104.06,23.28,446.92,64.85,12.02,310.64,314.39,276,345.77,304.5,10.52,9.56,22.65,249.83,53.29,79.74,42.31,328.39,73.67,110.95,116.18,109.67,144.53,509.64,196.15,17.87,71.26,,36.33,21.93,24.95,260.17,161.1,97.33,59.9,13.81,30.03,36.87,62.99,30.73,94.29,76.03,108.82,77.87,29.28,147.22,3.39,3.4,43.21,45.09,57.91,147.33,192.29,96.29,189.31,100.62,10.32,117.29,151.21,173.68,130.45,47.95,45.39,201.38,31.85,7.79,95.78,267.87,105.12,64.98,339.79,131.52,142.25,32.68,30.54,7.08,44.01,12.01,201.41,,22.7,
05/08/2020,97.21,104.6,23.9,449.51,64.87,12.13,310.95,328,277.62,347.39,312.47,10.72,9.56,22.53,249.12,53.15,82.58,42.49,329.54,73.95,111.39,108.92,110.06,128.06,502.11,216.06,17.95,70.94,,36.88,22.36,25.77,255.29,159.61,100.94,60.38,14.09,30.98,36.79,62.5,31.65,93.25,76.64,109.18,77.85,29.72,148.4,4.29,4.01,42.29,44.69,57.54,150.82,196.1,97.02,191.94,104.53,10.68,127.61,155.35,177.47,129.37,48.02,45.13,196.97,32.04,7.96,96.16,267.48,102.27,64.4,339.97,134.97,132.69,33.2,30.01,6.98,45.6,12.07,202.64,,22.36,
06/08/2020,97.24,103.57,24.08,464.11,63.61,12.6,312.23,330.14,279.32,352.57,314.06,10.85,9.28,22.52,265.28,56.41,84.21,41.35,329.16,75.25,111.06,89.64,113.9,134.35,509.08,206.32,18.22,70.7,,36.79,22.27,25.77,255.51,157,100.45,60.18,14.15,31.98,37.66,61.2,31.62,92.57,76.65,110.37,77.28,29.24,147.55,4.9,4.25,42.87,45.56,57.83,152.58,198.77,96.73,194.2,103.25,10.84,130.82,156,179.61,129.01,48.6,44.96,196.08,32.8,7.99,97.46,269.37,101.1,64.12,343.31,134.39,132.58,34.71,30.09,5.87,46.54,12.08,207.79,,22.7,
07/08/2020,99.38,107.61,25,449.57,63.57,13.51,309.43,328.02,275.52,347.27,317.03,11.32,9.09,22.66,268.44,57.18,82.56,40.06,325.93,74.92,108.25,79.33,111.11,120.88,494.73,211.47,18.54,71.94,,38.26,23.26,26.88,257.61,158.61,101.86,60.74,14.58,33.27,38.51,62.19,31.88,92.92,79.87,112.72,77.25,29.52,148.6,4.98,3.77,42.81,47.27,58.53,155.11,196.36,100.05,194.9,108.16,11.08,129.93,158.33,182.93,131.75,48.91,45.31,199.25,33.25,8.06,100.96,271.64,103.76,64.96,340.91,134.92,131.51,32.9,28.95,5.64,46.76,12.14,201.05,,22.88,
10/08/2020,100.64,109.07,25.19,443.29,65.24,13.39,304.18,322.88,271.15,344.07,319.1,11.55,9.02,22.79,263,57.44,84.91,36.99,327.36,74.84,106.36,78.18,112.73,121.41,483.38,211.5,18.78,70.91,,39.24,22.95,26.73,253.41,158.24,105.41,60.49,14.07,33.54,38.71,65.47,32.4,92.38,79.85,111.61,77.15,30.24,148.03,4.7,4.13,43.02,47.81,58.99,159.43,196.79,100.38,195.3,108.18,11.44,128.79,161.44,186.85,132.94,48.81,46.07,202.49,33.37,8.39,99.16,274.73,105.03,65.71,340,142.02,127.43,32.27,28.12,5.8,47.39,12.24,197.16,,23.13,
11/08/2020,103.82,111.35,24.94,435.23,64.46,13.41,299.2,328.54,274.53,343.71,315.55,11.65,8.18,22.79,256.13,56.63,88.12,37.81,324.03,74.03,108.83,74.96,109.38,115.49,466.93,204.08,18.43,69.45,,37.74,22.96,26.5,246.2,151.63,105.12,60.7,14.3,33.66,38.24,67.15,32.28,92.67,78.13,111.59,77.15,30.32,146.97,4.36,3.62,42.99,45.68,58.51,160.28,197.77,100.72,196.22,109.92,11.4,130.49,163.38,190.35,131.72,49.77,45.78,198.99,32.61,8.36,98.61,274.92,102.99,65.26,332.43,142.53,125.5,31.21,27.61,5.55,47.78,12.28,191.99,,23.27,
12/08/2020,102.94,110.35,25.01,445.36,66.5,13.4,304.75,327.63,278.84,349.19,322.27,11.55,8.46,22.78,259.89,56.91,86.95,38.86,333.64,75.36,115.79,75.95,113.01,114.97,475.47,215.18,18.49,71.15,,40.05,23.12,26.61,251.3,154.44,105.22,61.01,14.72,33.94,38.34,67.83,32.13,95.51,80.29,112.25,78.84,30.04,149.66,4.36,3.54,43.34,46.02,58.6,160.07,198.74,102.09,198.69,110.97,11.16,131.79,164.26,191.83,134.6,50.01,45.64,198.38,32.68,8.17,99.43,281.58,103.49,64.99,336.76,142.57,123.83,30.84,27.85,5.79,48.07,12.3,192.62,,23.34,
13/08/2020,102.37,107.83,25.03,450.02,65.07,13.24,306.71,326.19,281.97,356.13,321.52,11.24,8.73,22.57,261.3,55.99,86.97,38.85,329.42,75.83,113.41,79.74,115.01,120.06,481.33,225.18,18.29,71.1,,38.41,22.78,26.48,250.73,152.14,106.52,59.49,14.56,32.83,37.4,66.02,32.47,94.68,78.95,111.34,79.66,29.84,148,4.1,3.61,43.39,45.31,58.52,158.98,197.58,101.29,196.55,107.41,10.92,130.96,165.86,189.72,134.81,49.06,44.9,197.3,31.85,7.96,100.2,281.66,103.03,64.7,335.7,140.67,126.99,30.46,28.24,5.74,47.68,12.33,195.14,,23.02,
14/08/2020,102.41,109.21,24.79,447.6,67.62,13.24,305.54,326.8,281.05,352.27,323.7,11.36,8.59,22.65,261.24,56.75,86.73,38.5,327.82,75.23,113.74,76.61,114.91,118.34,482.68,219.21,18.56,70.13,,38.61,22.68,26.24,250.12,153.32,106.43,59.08,14.85,32.73,37.24,68.18,32.54,95.07,78.74,111.47,79.6,30.04,148.24,4.1,3.78,43.77,45.35,58.79,160.28,196.64,100.71,194.71,107.43,11.16,130.53,166.1,191.92,136.53,49.76,45.07,200.24,31.17,8.17,102.49,280.55,104.21,65.67,336.28,139.96,125.04,29.99,28.36,5.63,47.63,12.48,193.46,,22.93,
17/08/2020,99.71,106.56,24.93,451.58,66.94,13.33,308.01,330.23,283.62,357.14,320.51,11.17,9.37,22.53,261.16,55.98,87.7,39.92,330.32,75.81,112.18,78.76,114.61,129.48,482.35,219.33,18.78,70.75,,39.59,23.34,26.12,250.91,156.52,105.66,60.02,14.99,32.88,37.38,68.18,32.97,96.35,78.67,110.87,80.82,29.64,148.99,4.05,4.15,43.53,44.75,58.78,158.76,199.43,101.86,194.85,106.17,11,129.37,164.71,193.87,138.24,49.71,44.9,200.02,31.81,8.05,104.05,288.24,104.68,64.9,339.96,138.72,125.5,29.48,28.24,5.6,47.19,12.14,196.74,,23.19,
18/08/2020,98.32,104.5,24.84,463.51,66.43,13.19,308.9,331,285.49,360.12,316.81,10.85,9.44,22.48,262.34,54.94,88.5,40.06,328.64,77.79,112.03,78.39,115.56,136.01,491.87,219.02,18.39,70.76,,37.93,22.79,26.09,252.55,156.46,106.97,59.63,14.71,32.55,36.65,65.13,32.58,95.65,78.12,111.01,80.63,29.6,150.09,3.74,4.04,43.54,44.7,59.18,157.38,199.01,101.56,194.37,102.64,10.72,128.92,164.38,190.7,136.9,49.51,45.06,200.94,30.87,7.9,104.38,285,105.09,65.18,340.75,138.37,124.31,30.08,28.41,5.51,46.38,12.03,204.01,,22.98,
19/08/2020,98.55,104.43,24.8,462.01,65.87,12.79,310.55,332.4,281.69,358.11,315.4,10.8,9.22,22.44,262.59,53.95,87.68,39.29,329.21,77.23,111.04,79.34,115.71,135.74,484.53,220.71,18.36,70.58,,38.95,22.36,25.99,245.23,151.98,108.39,58.15,15.01,32.68,35.86,63.88,33.48,96.1,77.09,110.56,81.08,29.64,150.39,3.82,3.69,43.32,43.97,59.05,156.85,200.99,100.82,194.06,102.03,10.68,127.77,163.97,190.95,154.22,49.46,45.4,197.43,29.82,7.72,103.53,282.86,102.2,65.28,340.9,138.02,125.35,29.42,28.57,5.44,46.21,12,205.11,,23.11,
20/08/2020,97.37,101.67,24.7,478.48,63.79,12.82,320.06,337.32,283.46,361.22,313.33,10.51,9.4,22.39,269.01,55.08,88.67,40.31,328.83,78.81,110.66,88.73,118.28,137.63,497.9,217.2,18.71,70.53,,41.64,23.22,25.74,247.68,155.15,108.01,59.08,14.98,32.36,36.21,64.87,33.15,95.2,77.02,110.15,81.08,29.32,151.42,4.01,3.99,43.27,43.61,58.96,156.17,204.15,100.28,194.41,97.19,10.64,128.12,162.97,189.92,152.24,49.1,45.04,203.26,30.55,7.86,103.75,280.68,104.16,63.72,340.87,137.48,127.92,31.41,29.98,5.41,45.94,11.93,209.51,,23.11,
21/08/2020,97.32,102.46,24.56,473.22,62.27,12.82,322.23,337.1,284.47,362.01,314.14,10.45,9.17,22.41,267.01,56.13,91.1,38.92,330.02,78.78,113,85.05,124.37,140.35,492.31,213.29,18.31,70.6,,41.23,23.4,25.77,249.34,154.56,109.75,59.19,14.78,31.74,36.12,64.52,33.76,94.86,76.51,111.16,81.03,29.2,152.76,4.17,3.73,43.07,43.2,58.99,157.5,204.13,98.73,194.85,96.67,10.32,127.44,161.71,191.57,153.63,48.95,44.84,206.55,30.49,7.75,104.2,283.23,105.31,63.94,344.61,138.43,126,30.83,29.08,5.31,45.91,11.86,207.53,,22.52,
24/08/2020,100.06,105.83,24.53,476.3,63.74,12.98,333.12,343.64,284.22,360,308.84,10.79,9.2,22.66,271.39,57.42,95.46,38.09,334,79.26,115.91,84.21,125.86,133.36,488.81,210.84,18.64,70.66,,41.85,24.21,25.75,245.44,152.85,111.83,60.47,14.87,32.51,36.63,68.5,34.79,94.51,77.78,112.51,81.45,29.92,152.15,4.5,3.63,43.8,43.6,59.57,159.37,206.41,100.13,197.52,98.45,10.88,130.69,163.53,192.56,153.24,49.71,45.61,206.56,30.79,8.01,105.81,286.75,106.24,63.87,344.13,141.68,124.51,31.04,28.29,5.49,46.17,12.05,208.46,,22.99,
25/08/2020,100.5,105.95,24.41,484.43,64.05,12.79,336.42,347.66,285.38,358.5,312.22,10.81,9.29,22.57,280.82,57.59,96.42,39.03,336.14,80.29,115.95,90.38,124.83,134.15,490.58,213.16,18.48,70.33,,42.36,23.94,25.58,246.41,154.75,111.51,60.59,14.98,32.37,36.55,68.65,35.55,94.06,78.05,113.19,81.7,29.84,152.06,4.56,3.58,43.41,43.28,59.42,164.53,208.1,102.59,195.99,99.58,10.84,129.79,163.1,194.9,152.85,49.5,45.44,206.76,31.15,7.92,104.44,286.13,106.06,63.47,344.71,141.15,124.51,31.19,28.57,5.47,46.06,12,216.05,,22.9,
